Id,Text,Rating
166,I am deleting this app I have not purchased anything from this app I just downloaded this application saw that it has all high budget product I cannot afford it also my requirement is not so high I don't use much products on my skin why to waste money on such things which will harm skin in future as well as it is supperrrr costly,1
167,"This app is good and cheaper than other shopping apps also and the best thing is that cosrx a kbeauty brand is also there it will be more better if you add more popular kbeauty brands like- anua, beauty of joseon and, im from it will so nice and good if more kbeauty brands are there. My experince with this app is good and recently i order my first order i am sure it will come good only thanku?????'",5
168,No discount. The coupons are just useless as the price is calculated with the direct MRP and minimum spend amount is too much. The other beauty apps r better',1
169,Experience is very bad..Very very bad site..fake discount and product. I am tried to complete checkout process lot of time but all time is failed. After that I found that all discount is gone after 2 -3 hours effort to checkout. Reliance is not reliable brand.,1
170,very easy to use the app and very authentic. i am happy with the coupons applied on Tira app',5
171,Love the price and products. It's amazingly occupied with stuff we need.,5
172,Very much bad. I was paid the money rs 330 for Lakme product but still now I not get the product and also I not received this money. U know my gpay no so send my money.??????????????????',1
173,This is my 1st order. Trust me I have searched all beauty apps but I find lowest price in Tira.,4
174,Way too many notifications and some are not even dismissable.,2
175,It is very fast n rapid. Huge variety of products Good customer care Overall happy with TIRA',5
176,"Overall, good experience, verified product got on discounted price.",5
177,I didn't use any coupon but they said that the coupon was consumed and charged extra(without discount). Had to use a different coupons and spend more. Nykaa is way better. This app is fraudulent.,1
178,Sent some old products. Not able to return it. Poor customer service.,1
179,This app give u coupon codes but they don't work while doing the payment.fake,1
180,Worst app ever seen It's been 9 days I haven't got my order delivered full payment done but the order didn't reached and they didn't gave me the money back after all worst scam app plz request don't fall for tira,1
181,Nice. It offers great coupons/offers. Genuine products and great customer service. Love it.,5
182,The experience is horrible. I ordered three razors of beautiliss but only received one And now on one even reply on mails and calls. I really suggested don't waste your money here,1
183,It doesn't show exact results when searching. Waste to download.,1
184,Worst app. I didn't receive my order.On the day of delivery this app stopped working.,1
185,Easy search & reasonable price with variety of products.,4
186,Not working as expected...always showing something went wrong whenever I check wishlist or chat',2
187,Great discounts.. But pls Increase the variety of products... Include international products too',5
188,Such a good app.. Easy to use.. Details of the product are properly aligned..??',5
189,Product range and discounts are all good But I have to log in with OTP every time I open app It auto log out ....!!!',5
190,"App is too slow , and can't apply coupon, they just lie",1
191,Plz bring lakme and other products too. Bez we are not aware about international products more.,4
192,"New and fresh products, brands which are otherwise not easily accessible'",4
193,Nothing is available. False advertising. Just buy from macarron or nykaa itself. So boring.,1
194,Why this app not working why product images are not showing it's very irritating pls tira find out your app prblm,1
195,Ease of return is awful.nail polish colour is so different from the one ordered',3
196,Tracking details could be added in orders section. Otherwise all good',4
197,This is the best app I was looking every website for this craving coral lipstick finally I've got this from tira app thank you soo much ????,5
198,Very bad experience. i have received used product. I request for return bt no response from team TIRA',1
199,"App said, 500 off on first order which is truly a scam. Don't add false advertisement claim, or hire a new marketing head.",1
200,Oswam prodect but inside not show to our oder detail etc haw too know obout our oder details wich day dilivery and also give u opetion too cash on dilivery ur app no option only online payment option give u all options pls',4
201,Wrost app and products delivered not working properly and aslo i facing lots of issue for returning product bad app not gonna purchase again',4
202,I can't even sign up. Still didn't receive the OTP despite requesting million times.,1
203,Good collection of cosmetic products and offers are very tempting',5
204,My experience with Tira is like i am dealing with a garbage.. For a simple return request they need your blood heart veins kidney and god knows what else... I am done with my first and last order.. 3rd class customer service.,1
205,Niche product..amazing filter n payment process is smooth as butter',5
206,Liked it very much. Have so many brands and products and this is affordable than nykaa',5
207,Worst app ever .. Very bad service..worst experience with this app . it's disappointed me .. don't install this application,1
208,A very bad experience.. didn't receive my refund never ever suggest to use this app,1
209,Very bad app These are very useless products and the prices are also very expensive and',1
210,Worst app ever.. return will take forever.... u will hav to write mails bck to bck ... other competitors are doin far better',1
211,Collection is very less. Basic products are not there in the list. Its just a hyped app because of good advertising and celebrity appearance. Nykaa is far better app. Going to delete Tira. Not satisfied',1
212,Prices for offline store and online store for most of the product are different also product range what available in stores are also not available on online same goes with offline store also.,3
213,"Not able to apply coupon , it's alway saya login required..",1
214,Please do try Tira. You have good discounts and I received the right products ??.,5
215,Very good app to be honest.. with soo many discounts available I feel it's better than nykaa..the problem I faced was my cart got emptied thrice and I had to log in again and again please fix this bug,4
216,"Great job. A lot of brands are there. But. There are only few really good and effective skincare brands. That's a pity. Please try to bring in The Ordinary, Paula's Choice, The FormulaRx, Beauty of Joseon, iUNIK, Cerave and new indian owned brands that are showing potential like Put Simply, Cerene, if you wanna ace your competitors.",3
217,"my product came empty, they refused to refund and is not helping either. Very bad app. Never ever shop from here. I have called, emailed and raised queries multiple times. They are just not helping'",1
218,They don't have proper discounts. As basic as Nykaa and Purpelle. I really don't get the value creation this app is trying to do. Just a Xerox of a Xerox of a Xerox.,1
219,I really trusted the app but it was a complete failure the serum i received this morning came in a yellowish colour with a stinking smell i used my discount coupon for ordering it and it was also on sale period i thought it was a good opportunity of getting at a low price now there return policy says my coupon once used can't be used again like wow its the company fault for sending product which has gone bad there chat service is really so worse no one is helpful no one ans wht is asked worse ap,1
220,Nykaa is so much better and smooth. This is the worst beauty shopping app. I was tired of applying coupon but it kept saying coupon consumed. Such poor customer interaction ??',1
221,"Easy of use, wide variety of options to choose from, Great offers and love the user interface.",5
222,"Sorry ?? I don\'t like this app..... 500 off!! That\'s good ??? But i am not satisfied witb u r"" minimum order valu"".. Don\'t need your replay ??? this app putting all highest amount for cheap products also ??? So... I quite! (I just downloaded thia app from advertisement, nice ??) Go and appreciate your team ???? I am going to uninstall ???.... ""Remember, don\'t need your explanation for my review"" ???'",1
223,"Prices are higher than other apps. Discounts are also limited. Promo code didnt get applied, tried to contact customer support, after 6hrs also, chat was not initiated with customer support.",1
224,"Superb experience. Good discounts, affordable prices, good help from customer care, various offers, just like shopping abroad.",5
225,Poor app . First I got a damaged product and then when I try to complaint about it the application keeps on crashing. Really disappointed.,1
226,The application has certain glitches it keeps on loading while searching for the products. Most of the time it goes blank and stops responding I reinstalled it but still the processing continued. Also sometimes even when the connectivity is good it shows no internet.,3
227,They have some great offers! I truly loved the shopping experience too. Neat and easy to nagivate.,5
228,"The app's extreme sluggishness and inconsistency render it nearly useless, no product ratings which makes it not so reliable.",2
229,Bad packing i have order shampoo all shampoo was leakage and put for return almost 2 days past not reply has come',1
230,Waiting for my orders.... buying process is easy... also cash on delivery is available in my location..nice app...??????',4
231,This is the worst of all app I didn't like it. I did not received my order yet as it has been ordered 15 days before. Very disappointing app,1
232,Too good nice application I just luv it??u can purchase ur favourite cosmetics from here of your choice in reasonable price ??Tira luv u??',5
233,"I have ordered some products from tira but one product is missing, its been more than 15 days but still I'm waiting for my refund!!!!! Whenever I mail them, they only told me to please wait that time period and after that nothing else. Its my first order from tira, I really don't like this application, I'm never going to shop again from tira please guy's stay away from this fraud app #tira..",1
234,"Very bad app please don't install this app , not responding for return policy very very bad , not recommended",1
235,"It's ma first ever shopping as am new mom, and the buying product for ma tiny girl, this app will gives good vibes in first",5
236,It's good...but need many improvement... 1stly please add search bar its difficult to find anything... Secondly add more details and Usage of the product..and add the expiery details please... Over all its good in variety,3
237,"Very bad experience, products quality is also very bad'",1
238,The products are good ... But I can't review great products if they are amazing and not even rate bad if the product is bad.,4
239,"Yes,tira is very great to women's because buy any personal products without any problem,because not mentioning product name also,Thank you tira.",5
240,After placing order & processing payment option it's not proceeding ahead. It is showing that coupon (500 rs) off on 1st order) is consumed. I am unable to place my order.,2
241,Worst app I used ever shop for 2500 and unavailable to apply the coupon 500 off',1
242,I ordered a product two weeks ago and they haven't ensured it's delivery till now. It's not even on COD. it's a prepaid order.,2
243,"Worst app ever, it isn't working well, getting hang again and again... This way no one takes the risk of spending money on orders...",1
244,This is a scam they promise to give you huge offers but they don't it's not teen friendly and Tira is expensive i always get better deals elsewhere.,1
245,"Stop canceling orders. The products are still in stock, but they keep canceling it. It was my first order. I think I would rather switch to a different app. Also the user interface is Bad kept showing timed out while payment due to which I switched to COD.",1
246,"I wanted to buy few lipstick. As it was my first order, I tried to apply a coupon for 500 rs. But it's showing that the conditions as not fulfilled. I tried to add different brand lipstick, but that also didn't fulfilled the criteria.",1
247,Such a worst app. Whenever I try to add something in cart and revisit my cary app crashes all over again and I have to start and log in again and again this is the worst app I ever tried in my life. And whenever I use apply open tab it is just Same to the log in page. It deserves low ratings than 1',1
248,Very poor customer support services they doesn't return their products even there is no any updates about return . Very poor returns service . Worst app do not purchase anything .,1
249,Product available missing. Lot's of product absent. Irritating app. Rating 0.5 out of 05,1
250,"This app is not well developed , even after I paid for my order , my item is still appearing in my cart. So that I can't order more item",3
251,Delivery charges are high otherwise nice. Please reduce delivery charges.,3
252,"Good range, good prices'",5
253,Best discount and fast service',5
254,Some glitch in the app. Not been able to make the payment. Please fix the bug.,1
255,I like the shipping process shipping charges only under 300 rs. I like this app',4
256,It was not opening again getting problem in this app such disappointing thing',1
257,I ordered first time from this app and my experience was good. The packaging of the product was so good .,4
258,the best offers and products are just wow',5
259,I love this app as they offer discounts and free gifts too',5
260,"Everything is out of stock on this app. Whatever I searched for, its not in stock. Nykaa is far far better than this app. When you are new in business, you need to cater quickly as per the customer's demand. Reliance is very renowned company so this was very disappointing!",1
261,Doesn't have sizes of the product. Very limited brands available. App is not user friendly,2
262,The collection of brands and products seems fine but the offers and coupons don't work. I like Nykaa better.,2
263,Do not use this application. I am facing a lot of trouble with return from last 10 days. There team is not professional neither the website. Don't even send free gifts sometimes. They keep you waiting and telling you it would be done. I had talk with most of their team so far. If you are 200% sure to keep the product you can think to use tira. Else even if you have 1% doubt don't use this website. Sort of scam only,1
264,"Worst app ever, ordered a blow dry brush and it showed an offer for a detangling hair brush free with the purchase, which I did not receive, the customer care's response took me aback- they said place a return request, the product ran out of stock, no responsibility taken and simply said it might be out of stock and hence was not delivered. So, before placing the order you have to consider - what if the product runs, out of stock. Terrible.",1
265,The worst online shopping app I have ever seen. By mistake i put the wrong mobile number so they didn't deliver me the product. Then i contact the customer care they said to that i can cancel the order as i put the wrong number i can't cancel it and i didn't get the refund A TOTAL SCAM,1
266,Tira has all exclusive products it is fabulous shopping app',5
267,Easy to search a d order',5
268,Shows high prices than normal.,1
269,Taking too much time to upload',1
270,Very good skincare app by reliance',5
271,its great experience shopping with Tira',5
272,Wow variety of products',5
273,Limited products and no discounts. COD also not available.,1
274,Never buy anything from this app wrost app firstly they were not ready to return any product and once they agreed to take it back then will not sent you your refunded money wrost experience and wrost app',1
275,Very nice app easy surch and great deals',5
276,No order cancel option after shipping ??!!!! Hell',5
277,good app but needs to improve its interface',5
278,Very good and easy process',5
279,"Very very very bad experience. Its been alomst 10 days i have ordered products from this website but dont see any movement of the product and now from past two days everytime i open my order and chat section it says ""Something went wrong"" I mean boss only the order and chat section has the issues rest website is fine that means it was done deliberately. I m highly disappointed'",1
280,Extremely pathetic service. I ordered a highlighter and they delivered me a wrong product. I placed a return and my product was picked up. It has been 12 days and my refund hasn't been processed. I've shared my account details 3 times and everytime i get a message that refund has failed. Customer care doesn't know anything and cannot help you out. I DO NOT recommended to buy anything from tira. Just see their response on my comment and you'll understand better about their customer care,1
281,"No easy returns and not customer care number bad service many mails not receive refund and order not updated, they take order from home and app not updated, very bad app.",1
282,Good platform for makeup products ??',4
283,Coupons were not working inspite of sufficient cart value',1
284,my account log outs itself many times my cart becomes empty itself every time',1
285,Worst shopping app send almost expire and damaged products to me',1
286,Pathetic! They're selling products whose expiry is within 3-4 months of purchase.,1
287,This app is too slow ..not working properly',1
288,Good offers n variety products liked it',4
289,I have so ghatiya experience with this app they send me 7months expiry date product. And don't gave me any reply of my comments till morning. Please give me my refund it's a humble request. Disgusting you guys. I will never buy anything from this app. I want my money back as early as possible.after 9days I don't get any reply yet,1
290,Gud products and easily available all colours of foundation freams',5
291,Good Support for Best Price',5
292,Home wabt best we can as human canfree from dependence on anytking if provide all better best how request tells information about this opportunity to learn live life with can long plus practical and feelOkay baby bye good morning babyOkay baby bye good morning more how much time with process is on need any help 6y'you anyone coming to solution for all we can do relat the world of connect with views and let's go on creative wanting to be with present make be strong and process give effort to make,4
293,"Offers and products are okay. The annoying part is Suhana Khan all over the place. Feels like this was made for her promotion. Generally speaking, I don't see people knowing or idolising her for anything significant as she has not done anything yet. There were better and more talented actresses and inspiration women. So I Uninstalled.",1
294,Nah Nah!! Big no for this app You can use any other platform They have spend crores to advertise the brand But not genuine ??as they are not from one warehouse/ they might have multiple sellers on the Platform still it's fault of management to accept these kind of seller And one more they are no exciting offers as such so a BIG BIG no to the one who want to try You can use nykaa or Myntra for genuine products,1
295,User friendly love the collection range great offers',5
296,"App itself doesn't have simplified options, not friendly app, no much offers, no discounts, better buy from other apps",1
297,Fast and easy',5
298,Terrible service.Trying to reach out to the delivery guys not responding.No customer service no notification no one is bothered here.,1
299,the app keeps crashing every 5 mins. very annoying.,2
300,It's my first order on dis app ...dont knw about delivery coz today I placed the order...bt yes app is very well organized..n vry easy to use..vry much satisfied,4
301,For 1st time it was great experience only some name of product was not understood',5
302,Prices are too high for a lipstick also and very bad in delivering orders',1
303,Just increase your brands umbrella.... most of the famous brands still missing.,4
304,Not attractive offers and easier ways to search out what one needs',1
305,"Coupon didn't work, stated already purchased while it was my first order ever placed on tira.",1
306,Worst experience until now considering all other apps i have used. Return policy is very bad.,1
307,Remarkable range of products.. love the discounta you give as well.,5
308,The app and whatsapp support are not as per expectations. You need to work on it.,3
309,The app has a lots of glitch and it takes too long to deliver',1
310,One of the bst app I ever used??really really love tira app great offer n discounts on all order',5
311,Extremely poor app. Itis not going to the otp submit screen. Stuck before that',1
312,"Coupon code not working, so don't login.",1
313,"When i go to make payment, the coupon code gets removed'",1
314,Very bad app.you can't return the products.,1
315,There is no 500 off on first order why the hell did you wrote on every advertisement.,1
316,"Good experience,new and big variate of product's.",5
317,Very easy shoping n best price',5
318,Untill my favourite app for beauty shopping.so much offers and coupons are there',4
319,Great discount with orignal products',5
320,Best platform to buy beauty products',5
321,This app is such a waste. They take so much time to make return.,1
322,"Great app, good variety of products'",4
323,Best online shopping app????10/10',5
324,As of now it's amazing discounts & fresh products .... it's like initial days of nykaa,5
325,Worst app... Customer service is pathetic and no refund policy. I hate thise app',1
326,Not well Because after reading the feedbacks I don't want to buy and the products are so costly a middle class person cannot afford them Sorry ?? because I am from a middle class family,1
327,I ordered before 10 days but yet not get products and they cancelled one of my order yesterday for that I ordered all products',1
328,Coupon is not applying even the criteria is satisfied very bad experience',2
329,The worst app. Deliver wrong product and also executives irritate all the time with calls.,1
330,"I have been contacting your costomer care regarding my product delivery, which was expected to be delivered on 10th November, today it's 14th November . Everytime I contact they say it will be delivered. Today only i contacted and requested them to deliver today itself ...but now I'm getting a message that order was not delivered cause I refused . This is so unprofessional behaviour. This is total blunder from your side . This would be my first and last shopping from your site .",1
331,Seriously disappointed. I had tried to find several products but they had only limited one.. kindly update it',1
332,Does not show orders on app or the history.,2
333,User friendly and authentic products under one roof at reasonable discounts',5
334,Great shopping app with extraordinary discounts.,5
335,Delivered used products...not even taking it back..very poor app',1
336,Happy with lots of discount... Love it',5
337,Good quality n price. Please add more products.,5
338,Fraud website never trust or buy anything from here they miss a product and doesn't give back the product nor money FRAUD TIRA,1
339,App is not sending otp for login.,1
340,Fast and easy best app',5
341,App doesn't work properly.,1
342,Best site for cosmetics in affordable price mostly insight cosmetics',5
